"ID","Primary_Text","Analyzed_Word","Glosses","Translation","Comment","LGR"
"a5645","""mh né nzafäkuthe fof","mh	n	nza\fäkuth/e	fof","yes	IMN	1PL>2SG:IRR:PFV\take.care	EMPH","(They said) ""Oh, we'll take good care of you.","","WORD_ALIGNED"
"a5646","zena zf mr nthkne!""","zena	zf	mr	n\thkn/e","today	ABSC	neck	1DU>2SG:NPST:IPFV\cut_off","We'll break your neck now!""","","WORD_ALIGNED"
"a5647","zrafafth kata bananzo thrafithwonzth","zra\faf/th	kata	bana	=nzo	thra\fithwonz/th","2|3DU>3SG.F:IRR:PFV\hold	bamboo_knife	pityful	=ONLY	2|3DU>2|3PL:IRR:PFV\take_out","They held her tight and pulled out their bamboo knives.","","WORD_ALIGNED"
"a1571","keke zkwrath mr wthknth","keke	z\kwr/ath	mr	w\thkn/th","NEG	2|3DU>3SG.F:PST:IPFV\hit	neck	2|3DU>3SG.F:NPST:IPFV\cut_off","But they did not manage to kill her. They just cut the neck.","","WORD_ALIGNED"
"a1573","kma zane garsir zfrnmth di kam fof","kma	zane	gar	-si	=r	zf\rn/mth	di	kam	fof","POT	DEM:PROX	break	-NMLZ	=PURP	2|3DU>3SG.F:PST:DUR\do	neck	bone	EMPH","They tried to break this neck bone here.","","WORD_ALIGNED"
"a1574","keke ŋa kma bana emoth fäth fä nima kma kwafrnzgwrm","keke	ŋa	kma	bana	emoth	fäth	fä	nima	kma	kwa\frnzg/wrm","NEG	and	POT	pityful	girl	DIM	DIST	like_this	POT	SG:PST:DUR\struggle","They didn't succeed and the poor girl struggled to free herself.","","WORD_ALIGNED"
"a1575","anemewä fi nä zan kabe mane erera zä efnzath kabe bramöwä","ane	=me	=wä	fi	nä	zan	kabe	mane	e\rä/ra	zä	e\fn/zath	kabe	bramöwä","DEM	=INS	=EMPH	3.ABS	INDF	fight	man	which	2|3PL:PST:IPFV\be	PROX	2|3PL>2|3PL:PST:IPFV\hit	man	all","In the meantime, the other headhunters had killed all the other villagers","","WORD_ALIGNED"
"a1576","ritaksi zethkäfath","ritak	-si	ze\thkäf/ath","cross	-NMLZ	2|3PL:PST:PFV\start","and they started to cross the river again.","","WORD_ALIGNED"
"a1577","finzo fä fof ane kafar emothf thwathofiknm","fi	=nzo	fä	fof	ane	kafar	emoth	=f	thwa\thofik/nm","3.ABS	=ONLY	DIST	EMPH	DEM	big	girl	=ERG.SG	SG>2|3DU.IO:PST:DUR\disturb","Only the big girl was still fighting (with the two men).","","WORD_ALIGNED"
"a1578","nima zfzänmth kma traksir n zfrnmth di kam garsir","nima	zf\zä/nmth	kma	trak	-si	=r	n	zf\rn/mth	di	kam	gar	-si	=r","like_this	2|3DU>3SG.F:PST:DUR\carry	POT	fall	-NMLZ	=PURP	IMN	2|3DU>3SG.F:PST:DUR\do	neck	bone	break	-NMLZ	=PURP","They carried her away and threw her to the ground and tried to break her neck, (when one of them said)","","WORD_ALIGNED"
"a1579","""awkt ngemäku, kabe matak erä! z nzngathinzth!""","awkot	ngemäku	kabe	matak	e\rä/	z	nz=	n\gathinz/th","oh_no	adress_term	people	nothing	2|3PL:NPST:IPFV\be	ALR	IMM=	2|3PL>1DU:NPST:IPFV\leave","""Oh brother, everyone is gone. They left us behind.""","ngemäku is used as an address term between a biological parent and the person who has adopted a child. Such pairings are often siblings.","WORD_ALIGNED"
"a1581","wgathiknath fobo fof. frknzo zwanorm. grr kwannzo fobo zwanorm zba mrfa fof","w\gathik/nath	fobo	fof	frk	=nzo	zwa\nor/m	grr	kwan	=nzo	fobo	zwa\nor/m	zba	mr	=fa	fof","2|3DU>3SG.F:PST:IPFV\leave	DIST:ALL	EMPH	blood	=ONLY	3SG.F:PST:DUR\shout	gurgling_sound	shout	=ONLY	DIST:ALL	3SG.F:PST:DUR\shout	PROX:ABL	neck	=ABL	EMPH","They left the girl there. She was bleeding badly and gurgling from her throat.","","WORD_ALIGNED"
"a1583","kramathth berna ""ai"" waro kwan thrarn fof","kra\math/th	b=	e\rn/a	***	waro	kwan	thra\rn/	fof","2|3DU:IRR:PFV\run	MED=	2|3DU:PST:IPFV\be	***	fake	shout	2|3DU:IRR:PFV\shout	EMPH","The two guys ran off. ""Hey!"" They gave a signal.","","WORD_ALIGNED"
"a1585","foba thranyafth","foba	thran\yaf/th","DIST:ABL	2|3PL>2|3DU:IRR:PFV:VENT\answer","The others answered them.","","WORD_ALIGNED"
"a1586","berä gardakarä fobo fof eyan","b=	e\rä/	garda	=karä	fobo	fof	e\yan/","MED=	2|3PL:NPST:IPFV\be	canoe	=PROP	DIST:ALL	EMPH	2|3DU:NPST:IPFV\walk","They were on the other side with the canoe.","","WORD_ALIGNED"
"a1588","ŋaritakwrth ""mon?""","ŋa\ritak/wrth	mon","2|3PL:NPST:IPFV\cross	how","The others crossed the river (and asked) ""What happened?""","","WORD_ALIGNED"
"a1589","""zrkä komnzo zgathinze fof. zane bökwan z zrtme katame","zrkä	komnzo	z\gathinz/e	fof	zane	bökwan	z	z\rtm/e	kata	=me","half	only	1DU>3SG.F:RPST:PFV\leave	EMPH	DEM:PROX	throat	ALR	1DU>3SG.F:RPST:PFV\cut	bamboo_knife	=INS","(They replied) ""We left her half dead. We cut her throat with the bamboo knife.","","WORD_ALIGNED"
"a1591","komnzo bŋatäriwr''","komnzo	b=	ŋa\täri/wr","only	MED=	2|3SG:NPST:IPFV\suffer","She'll just die up there.""","","WORD_ALIGNED"
"a1592","ŋafsinzth ""oh nima tüfr thänkwre tüfrmär thfrä nzenme tüfr thäkwrath""","ŋa\fsi/nzth	oh	nima	tüfr	thän\kwr/e	tüfr	=mär	thf\rä/	nzenme	tüfr	thä\kwr/ath","2|3PL:NPST:IPFV\count	oh	like_this	plenty	1PL>2|3PL:RPST:PFV:VENT\hit	plenty	=PRIV	2|3PL:RPST:IPFV\be	1NSG.POSS	plenty	2|3PL>2|3PL:PST:PFV\hit","Then they took stock: ""Oh, we killed so and so many of them, not many. But they killed many of us.""","","WORD_ALIGNED"
"a1594","erugr ewäkwr","e\ru/gr	e\wäk/wr","2|3PL:NPST:IPFV\sleep	2|3PL:NPST:IPFV\daybreak_on_sb","They slept and woke up in the morning.","","WORD_ALIGNED"
"a1595","buay äniyak äniyak sazäthi","buay	än\yak/	än\yak/	sazäthi","running_away	2|3PL:NPST:IPFV:VENT\come	2|3PL:NPST:IPFV:VENT\come	PLN","They rushed off and came to Sazäthi.","","WORD_ALIGNED"
"a1596","äniyak mdüfi","än\yak/	mdüfi","2|3PL:NPST:IPFV:VENT\come	PLN","Next, they came to Méndüfi.","","WORD_ALIGNED"
"a1598","fä fof wath thräntrifth ebar wath","fä	fof	wath	thrän\trif/th	ebar	wath","DIST	EMPH	dance	2|3PL>2|3PL.IO:IRR:PFV:VENT\tell	head	dance","This is where they would sing a headhunting song.","","WORD_ALIGNED"
"a1599","""eh"" ausiausiyé badayé foba krekaristh","eh	ausi~	ausi	=é	bada	=é	foba	kre\karis/th","hey	REDUP~	old_woman	=ERG.NSG	ancestor	=ERG.NSG	DIST:ABL	2|3PL:IRR:PFV\hear","""Hey"", the old women and the grandmothers heard them (and said)","","WORD_ALIGNED"
"a1601","""z thänkwrth zännor""","z	thän\kwr/th	z=	än\nor/","ALR	2|3PL>2|3PL:RPST:PFV:VENT\hit	PROX=	2|3PL:NPST:IPFV:VENT\shout","""They've already killed them. Now they're coming back singing.""","","WORD_ALIGNED"
"a1602","ausiausi ŋafyenwrth kafarkafar nä","ausi~	ausi	ŋa\fyen/wrth	kafar~	kafar	nä","REDUP~	old_woman	2|3PL:NPST:IPFV\line.up	REDUP~	big	INDF","The women and some older women stood in a row,","","WORD_ALIGNED"
"a1604","nafa krethkäfth fthé kwamnzokwrmth zzarkarä","nafa	kre\thkäf/th	fthé	kwa\mnzok/wrmth	zzar	=karä","3NSG.ERG	2|3PL:IRR:PFV\start	when	2|3PL:PST:DUR\bounce	fish_net	=PROP","and they started jumping up and down holding their fishing nets.","","WORD_ALIGNED"
"a1605","krethkäfth fi benrä ebarkarä anemewä thränthor","kre\thkäf/th	fi	b=	en\rä/	ebar	=karä	ane	=me	=wä	thrän\thor/","2|3PL:IRR:PFV\start	3.ABS	MED=	2|3PL:NPST:IPFV:VENT\be	head	=PROP	DEM	=INS	=EMPH	2|3PL:IRR:PFV:VENT\appear","The (men) began to approach the village and held the heads","","WORD_ALIGNED"
"a1607","watik ebar ane fof zzarfo threthkäfth bäne fof thorsi","watik	ebar	ane	fof	zzar	=fo	thre\thkäf/th	bäne	fof	thor	-si","then	head	DEM	EMPH	fish_net	=ALL	2|3PL>2|3PL:IRR:PFV\start	PH.ABS	EMPH	enter	-NMLZ","and they began to whatchamacallit ... to put the heads in the fishing nets.","","WORD_ALIGNED"
"a1610","ekarkwrth thräbthth","e\kark/wrth	thrä\bth/th","2|3PL>2|3PL:NPST:IPFV\take	2|3PL>2|3PL:IRR:PFV\finish","They took them to the old people and finished (the ritual).","","WORD_ALIGNED"
"a1611","watik ŋamsakwath fof kwathwekwrmth kafar brubru sufnzrmth oh","watik	ŋa\msak/wath	fof	kwa\thwek/wrmth	kafar	brubru	su\fn/zrmth	oh","then	2|3PL:PST:IPFV\sit	EMPH	2|3PL:PST:DUR\rejoice	big	drum	2|3PL>3SG.M:PST:DUR\hit	oh","Then they sat down and enjoyed themselves. They beat the big drum (to let everyone know).","","WORD_ALIGNED"
"a1614","zba zf thwarizrmth","zba	zf	thwa\riz/rmth","PROX:ABL	ABSC	2|3PL>2|3PL:PST:DUR\hear","The people heard this (and said)","","WORD_ALIGNED"
"a1615","""z thänkwrth","z	thän\kwr/th","ALR	2|3PL>2|3PL:RPST:PFV:VENT\hit","""They've killed them already.","","WORD_ALIGNED"
"a1616","thäkwrth fof farem fethkar mogarkam""","thä\kwr/th	fof	farem	fethkar	mogarkam","2|3PL>2|3PL:RPST:PFV\hit	EMPH	PLN	PLN	PLN","The Farem people, the Fethka people and the Mongarkam people killed them.""","","WORD_ALIGNED"
"a1620","watik, nezä fobo fof zan wythka fof","watik	nezä	fobo	fof	zan	w\ythk/a	fof","then	in_return	DIST:ALL	EMPH	fight	3SG.F:PST:IPFV\come_to_end	EMPH","That was the end of the revenge.","","WORD_ALIGNED"
"a1621","watik, zanma trikasi tdöfin mane thäkwrath faremma","watik	zan	=ma	trikasi	tdöfi	=en	mane	thä\kwr/ath	farem	=ma","then	fight	=CHAR	story	PLN	=LOC	which	2|3PL>2|3PL:PST:PFV\hit	PLN	=CHAR","Well, the headhunting story about those who were killed at Téndöfi by the Farem,","","WORD_ALIGNED"
"a1624","zbo zf zwythk","zbo	zf	zw\ythk/","PROX:ALL	ABSC	3SG.F:RPST:IPFV\come_to_end","it has come to an end now.","","WORD_ALIGNED"
"a1625","eso kafar benme namä yarizsima","eso	kafar	benme	namä	yariz	-si	=ma","thanks	big	2NSG.POSS	good	hear	-NMLZ	=CHAR","Thank you very much for listening!","","WORD_ALIGNED"
