"ID","Language_ID","Primary_Text","Analyzed_Word","Gloss","Translated_Text","Meta_Language_ID","LGR_Conformance","Comment","LGR_Conformance_Level","Language_Name","Abbreviations","Corpus_Reference","Source","Contribution_ID"
"otc1-01_tci20131013v-01_kwafar-a3758","wara1294","fä fof sräkor watik ""foba fof käms wazufa""","fä	fof	srä\kor/	wati	foba	fof	kä\ms/	wazu	=fa","DIST	EMPH	2|3SG>3SG.M:IRR:PFV\speak	then	DIST:ABL	EMPH	2SG:IMP:PFV\sit	PLN	=ABL","He said: ""You can settle there in Wazu!""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3759","wara1294","watik fthé zamara katan fäth ane zfrärm ""kwa nzä zä zf kwramnzr?","wati	fthé	za\mar/a	katan	fäth	ane	zf\rä/rm	kwa	nzä	zä	zf	kwra\m/nzr","then	when	SG>3SG.F:PST:PFV\see	small	DIM	DEM	3SG.F:PST:DUR\be	FUT	1SG.ABS	PROX	ABSC	1SG:IRR:IPFV\sit","(Mathkwi) saw that it was a small piece of land (and he said) ‘Oh, this is where you want me to live?","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3760","wara1294","nima ŋabrigwé""","nima	ŋa\brig/wé","like_this	1SG:NPST:IPFV\return","I will go back this way.""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3761","wara1294","moba fthmäsü zänbrima watik","moba	fthmäsü	zän\brim/a	wati","where.ABL	meanwhile	SG:PST:PFV:VENT\return	then","While he returned from there,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3762","wara1294","nasi nömä ane fof tnägsi thenthkäfa rrfar","nasi	nömä	ane	fof	tnäg	-si	then\thkäf/a	rfarrfar","long_yam	yamcake	DEM	EMPH	lose	-NMLZ	SG>2|3PL:PST:PFV:VENT\start	scraps","he was dropping crumbs of the yamcake","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3763","wara1294","futhfuth","futhfuth","scraps","those scraps,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3764","wara1294","watik mane yaniyaka","wati	mane	yan\yak/a","then	which	3SG.M:PST:IPFV:VENT\come","while he was on his way.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3765","wara1294","zä zf e zane zf zethno zerä","zä	zf	e	zane	zf	z=	e\thn/o	z=	e\rä/","PROX	ABSC	until	DEM:PROX	ABSC	PROX=	2|3PL:NPST:IPFV:AND\lie_down	PROX=	2|3PL:NPST:IPFV\be","They're right here. They are lying here.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3766","wara1294","fä fof ane futhfuth thuntnägwrm","fä	fof	ane	futhfuth	thun\tnäg/wrm","DIST	EMPH	DEM	scraps	SG>2|3PL:PST:DUR:VENT\scatter","He kept dropping these crumbs.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3767","wara1294","nä bä enthn","nä	bä	en\thn/","INDF	MED	2|3PL:NPST:IPFV:VENT\lie_down","There are some lying over there.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3768","wara1294","e nima ziyaro ŋe masu","e	nima	z=	ya\r/o	e	masu","until	like_this	PROX=	3SG.M:PST:IPFV:AND\be	until	PLN","In this way, he continued on to Masu.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3770","wara1294","foba fof sathora ""nzukar zä zf ämnzr","foba	fof	sa\thor/a	nzu-	kar	zä	zf	ä\m/nzr","DIST:ABL	EMPH	3SG.M:PST:PFV\appear	1SG.POSS-	place	PROX	ABSC	2|3PL:NPST:IPFV\sit","As he arrived ""This is my place. My people will live here.""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3771","wara1294","watik menz kar ane fof zräkorth yari","wati	menz	kar	ane	fof	zrä\kor/th	yari","then	story_man	place	DEM	EMPH	2|3PL>3SG.F:IRR:PFV\speak	PLN","They call this story place Yari.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3772","wara1294","yari sathora fof","yari	sa\thor/a	fof","PLN	3SG.M:PST:PFV\appear	EMPH","So he arrived in Yari.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3773","wara1294","watik fä fof no nzigfukarä fi fof sathora fof","wati	fä	fof	no	nzigfu	=karä	fi	fof	sa\thor/a	fof","then	DIST	EMPH	water	rain_stone	=PROP	3.ABS	EMPH	3SG.M:PST:PFV\appear	EMPH","He arrived with the rain stone.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3775","wara1294","fi mane yanra","fi	mane	yan\r/a","3.ABS	which	3SG.M:PST:IPFV:VENT\be","As he came,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3776","wara1294","nzigfu nä fofosa yfathwa fof","nzigfu	nä	fofosa	y\fath/wa	fof","rain_stone	INDF	heart	SG>3SG.M:PST:IPFV\hold	EMPH","he brought another stone, the yam stone","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3777","wara1294","nasi wawa duga biskar","nasi	wawa	duga	biskar","long_yam	round_yam	taro	cassava","for long yam, yam, taro, and cassava.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3781","wara1294","ranzo fä dagon eräro","ra	=nzo	fä	dagon	e\rä/ro","what.ABS	=ONLY	DIST	food	SG>2|3PL:NPST:IPFV:AND\be","for all these other types of crops.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3782","wara1294","anekaräsü swamnzrm fof","ane	=karä	=sü	swa\m/nzrm	fof","DEM	=PROP	=ETC	3SG.M:PST:DUR\sit	EMPH","He was staying with those items.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3783","wara1294","fthé wawa thuworthrmth","fthé	wawa	thu\wor/thrmth","when	round_yam	2|3PL>2|3PL:PST:DUR\plant","When planting season came.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3784","wara1294","watik sfrärm e wawa taga kwot thkarthé kwafiyokwrmth","wati	sf\rä/rm	e	wawa	taga	kwot	thkar	-thé	kwa\fiyok/wrmth","then	3SG.M:PST:DUR\be	until	round_yam	leaf	properly	thick	-ADLZR	2|3PL:PST:DUR\make","Then the leaves of the yam plants became dry.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3786","wara1294","watik fthé fof wawa taga nä thurtnwrm","wati	fthé	fof	wawa	taga	nä	thu\rtn/wrm","then	when	EMPH	round_yam	leaf	INDF	SG>2|3PL:PST:DUR\pull_off_leaves","and he pulled off some of the yam leaves","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3788","wara1294","nasi taga kemar taga taga bäne berä biskar duga","nasi	taga	kemar	taga	taga	bäne	b=	e\rä/	biskar	duga","long_yam	leaf	yam_species	leaf	leaf	PH.ABS	MED=	2|3PL:NPST:IPFV\be	cassava	taro","or long yam leaves, or sweet potato leaves. All those leaves like cassava leaves, taro leaves","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3791","wara1294","watik nzigfu mrmr foba sfrärm","wati	nzigfu	mrmr	foba	sf\rä/rm","then	rain_stone	inside	DIST:ABL	3SG.M:PST:DUR\be","He put the stone inside those (leaves).","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3792","wara1294","ane tagame sumyuknwrm","ane	taga	=me	su\myukn/wrm","DEM	leaf	=INS	SG>3SG.M:PST:DUR\twist","He rolled them up in these leaves.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3793","wara1294","surdiknwrm watik wawa zfthen swäzin","su\rdikn/wrm	wati	wawa	zfth	=en	swä\zin/","SG>3SG.M:PST:DUR\tie.around	then	round_yam	tree_base	=LOC	2|3SG>3SG.M:ITER\put_down","He tied it up and put down (the bundle) at the base of the plants.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3794","wara1294","sfthnm e","sf\thn/m	e","3SG.M:PST:DUR\lie_down	until","It lay there until","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3795","wara1294","wawa fthé thwemar nima thkarthé zäkorth","wawa	fthé	thwe\mar/	nima	thkar	-thé	zä\kor/th","round_yam	when	SG>2|3PL:ITER\see	like_this	thick	-ADLZR	2|3PL:RPST:PFV\become","he saw that the yam leaves are really dried up.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3796","wara1294","watik ausiausi thukonzrm","wati	ausi~	ausi	thu\ko/nzrm","then	REDUP~	old_woman	SG>2|3PL:PST:DUR\speak","Then he called the women:","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3798","wara1294","käthfe kabe","kä\thf/e	kabe","2PL:IMP:PFV\walk	people","""Go people!""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3799","wara1294","ausiausi thfyakm ŋanz ffrümenzoma","ausi~	ausi	thf\yak/m	ŋanz	f~	frü	=me	=nzo	=ma","REDUP~	old_woman	2|3PL:PST:DUR\walk	garden_row	REDUP~	alone	=INS	=ONLY	=CHAR","The women went and took one yam from each plot.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3801","wara1294","wawa ane ebar fr wawa ebar fr kafar","wawa	ane	ebar	fr	wawa	ebar	fr	kafar","round_yam	DEM	head	post	round_yam	head	post	big","(They took) one big yam, the really big ones.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3803","wara1294","watik nä ŋanzma wawa näbi nä ŋanzma nä ŋanzma nä ŋanzma nimanzo watik","wati	nä	ŋanz	=ma	wawa	näbi	nä	ŋanz	=ma	nä	ŋanz	=ma	nä	ŋanz	=ma	nima	=nzo	wati","then	INDF	garden_row	=CHAR	round_yam	one	INDF	garden_row	=CHAR	INDF	garden_row	=CHAR	INDF	garden_row	=CHAR	like_this	=ONLY	then","One yam from this plot, and another one from that plot, and so on.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3804","wara1294","mnime thufränzrmth","mni	=me	thu\frä/nzrmth","fire	=INS	2|3PL>2|3PL:PST:DUR\singe_off","They burned off the hair (on the tubers).","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3805","wara1294","watik thufthakwrmth foba karome thurzathrmth","wati	thu\fthak/wrmth	foba	karo	=me	thu\rza/thrmth","then	2|3PL>2|3PL:PST:DUR\take_out_off_fire	DIST:ABL	ground_oven	=INS	2|3PL>2|3PL:PST:DUR\bake","They took them out of the fire and put them in the oven.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3807","wara1294","zizi ane fof thfzänzrmth bobo far mä suräzrmth","zizi	ane	fof	thf\zä/nzrmth	bobo	far	mä	su\räz/rmth","afternoon	DEM	EMPH	2|3PL>2|3PL:PST:DUR\carry	MED:ALL	stem	where	2|3PL>3SG.M:PST:DUR\erect","In the afternoon, they took them to where they had set up the post.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3809","wara1294","mathkwi o karawa o kukuma o ote","mathkwi	o	karawa	o	kukuma	o	ote","PN	or	PN	or	PN	or	PN","(All those ancestors were doing that:) Mathkwi, Karawa, Kukuma and Ote.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3814","wara1294","watik ane far fof sfrästhgrm wawa fobo fof thufnakwrm","wati	ane	far	fof	sf\räs/thgrm	wawa	fobo	fof	thuf\nak/wrm","then	DEM	stem	EMPH	3SG.M:PST:DUR:STAT\be_erected	round_yam	DIST:ALL	EMPH	SG>2|3PL:PST:DUR\put_down","They had set up the post and they put the yams down at the base.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3816","wara1294","fobo fefe né wawa kwanäbünzrmth kwosi kwakonzrmth","fobo	fefe	n	wawa	kwa\näbü/nzrmth	kwosi	kwa\ko/nzrmth","DIST:ALL	really	IMN	round_yam	2|3PL:PST:DUR\smash	dead	2|3PL:RPST:DUR\become","Then these yams were on the verge of decay, they started to rot.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3818","wara1294","bänemr e tayo tfotfo","bäne	=r	e	tayo	tfotfo","PH.ABS	=PURP	until	ripe	almost","Time went by until (the other yams were) almost ripe.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3820","wara1294","tayo wawa fthé kwakonzrmth","tayo	wawa	fthé	kwa\ko/nzrmth","ripe	round_yam	when	2|3PL:RPST:DUR\become","When the yams were ripe,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3821","wara1294","rfnaksir bobo zarfa thfrärm mäta garaita","rfnak	-si	=r	bobo	zarfa	thf\rä/rm	mata	garaita","taste	-NMLZ	=PURP	MED:ALL	ear	2|3PL:PST:DUR\be	PLN	PLN","they heard about the tasting in Mäta or Garaita.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3823","wara1294","nafa fthé kwänrfnth ""ayo""","nafa	fthé	kwän\rfn/th	ayo","3NSG.ERG	when	2|3PL:ITER:VENT\taste	watch_out","Each time they tried the yams, (they shouted) ""Listen up!""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3825","wara1294","wrwr fof zefaro swänrifthth","wrwr	fof	ze\far/o	swän\rifth/th","wind	EMPH	SG:RPST:PFV:AND\set_off	2|3PL>3SG.M:ITER:VENT\send","The wind blew and carried the message here.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3827","wara1294","watik we masu karé kwekaristh ""oh nafa z zärfnth""","wati	we	masu	kar	=é	kwe\karis/th	oh	nafa	z	zä\rfn/th","then	also	PLN	place	=ERG.NSG	2|3PL:ITER\hear	oh	3NSG.ERG	ALR	2|3PL:RPST:PFV\taste","The Masu people heard it and said: ""Oh, they have already tasted the yams.""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3828","wara1294","we kwot we näbikakme we nä wawa thfrärmth katan o kafar thuwoknzrmth","we	kwot	we	näbi	-kak	=me	we	nä	wawa	thf\rä/rmth	katan	o	kafar	thu\wok/nzrmth","also	properly	also	one	-DISTR	=INS	also	INDF	round_yam	2|3PL>2|3PL:PST:DUR\do	small	or	big	2|3PL>2|3PL:PST:DUR\choose","So they also took one yam each. They chose a big or small one.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3830","wara1294","watik kwarzathrmth","wati	kwa\rza/thrmth","then	2|3PL:PST:DUR\bake","They put it in the oven.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3831","wara1294","tawar ane thfrärmth ŋazi thurwrmth","tawar	ane	thf\rä/rmth	ŋazi	thu\r/wrmth","yam_pulp	DEM	2|3PL>2|3PL:PST:DUR\do	coconut	2|3PL>2|3PL:PST:DUR\scrape","They scraped the inside fibre out, mixed it with coconut,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3832","wara1294","kwot thufathwrmth kobakob","kwot	thu\fath/wrmth	kobakob","properly	2|3PL>2|3PL:PST:DUR\hold	round_object","and formed round balls.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3833","wara1294","watik kwarfnakwrmth watik nima kwanrzrmth","wati	kwa\rfnak/wrmth	wati	nima	kwan\rz/rmth","then	2|3PL:PST:DUR\taste	then	like_this	2|3PL:PST:DUR:VENT\throw","They tasted these and then they threw the balls this way.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3835","wara1294","fatr nima thwafiyokwrmth ""ayo farem benm fräro!""","fatr	nima	thwa\fiyok/wrmth	ayo	farem	benm	f=	\rä/ro","upper_arm	like_this	2|3PL>2|3PL:PST:DUR\make	watch_out	PN	2NSG:DAT	DIST=	3SG.F:NPST:IPFV:AND\be","They threw their arms in the air and shouted: ""Listen, you Farem people, this is for you!""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3838","wara1294","watik ane fthé kwärit ane tmatm rfnaksi tmatm","wati	ane	fthé	kwä\rit/	ane	tmatm	rfnak	-si	tmatm","then	DEM	when	SG:ITER\cross	DEM	action	taste	-NMLZ	action","And so it happened. This tasting ritual passed by (heading west).","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3841","wara1294","thumarwrmth e rrr kwan fthé bäne kwäkorth tayo kwot thuwäkwrm","thu\mar/wrm	-thé	e	rrr	kwan	fthé	bäne	kwä\kor/th	tayo	kwot	thu\wäk/wrm","SG>2|3PL:PST:DUR\see	-ADLZR	until	rustling_sound	shout	when	PH.ABS	2|3PL:ITER\become	ripe	properly	SG:PST:DUR\become_ripe","Next, they saw that the leaves had really dried up and the yam were ready.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3842","wara1294","watik fthé fof yaka swefafth","wati	fthé	fof	yaka	swe\faf/th","then	when	EMPH	digging_stick	2|3PL>3SG.M:ITER\hold","So they picked up the digging stick (and started harvesting).","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3843","wara1294","anenzo fof, ane tmatm kwaritakwrm e zbo bäydbo","ane	=nzo	fof	ane	tmatm	kwa\ritak/wrm	e	zbo	bäi	=dbo","DEM	=ONLY	EMPH	DEM	action	2|3SG:PST:DUR\cross	until	PROX:ALL	PN	=ALL.ANIM.SG","This ritual was passed on all the way to Bäi.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3844","wara1294","bäi kafar zäkora","bäi	kafar	zä\kor/a","PN	big	SG:PST:PFV\become","When Bäi became a man,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3845","wara1294","nafaŋafyf ... nafane ŋafyf ane fof sara fof","nafa-	ŋafe	=f	nafane	ŋafe	=f	ane	fof	sa\r/a	fof","3.POSS-	father	=ERG.SG	3SG.POSS	father	=ERG.SG	DEM	EMPH	SG>3SG.M.IO:PST:PFV\give	EMPH","his father gave him (the yam stone).","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3846","wara1294","foba fof otef","foba	fof	ote	=f","DIST:ABL	EMPH	PN	=ERG.SG","(His father) Ote","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3847","wara1294","watik naf we ane fof thwamonegwrm no bäne no nzigfu","wati	naf	we	ane	fof	thwa\moneg/wrm	no	bäne	no	nzigfu","then	3SG.ERG	also	DEM	EMPH	SG>2|3PL:PST:DUR\take.care	rain	PH.ABS	rain	rain_stone","had also looked after the rain stone","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3849","wara1294","a fofosa frä dagon fofosa fof","a	fofosa	f=	\rä/	dagon	fofosa	fof","and	heart	DIST=	3SG.F:NPST:IPFV\be	food	heart	EMPH","and the yam stone, the food stone.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3851","wara1294","foba e ni kafar ŋankonzake","foba	e	ni	kafar	ŋan\ko/nzake","DIST:ABL	until	1NSG	big	1PL:PST:IPFV:VENT\become","This continued until we became men.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3852","wara1294","nzesinenwä ane fof komnzo thfrnm ane eda rokar fof","nze-	si	=en	=wä	ane	fof	komnzo	thf\rn/m	ane	eda	rokar	fof","1PL.POSS-	eye	=LOC	=EMPH	DEM	EMPH	only	2|3DU:PST:DUR\be	DEM	two	thing	EMPH","Those two stones where under our eyes.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3854","wara1294","e nama masun ane yam tmatm z zwabragwre fof","e	nama	masu	=en	ane	yam	tmatm	z	zwa\brag/wre	fof","until	two_days_away	PLN	=LOC	DEM	event	action	ALR	1PL>3SG.F:PST:IPFV\follow	EMPH","Until recently, we followed this tradition in Masu.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3855","wara1294","e watik foba zänbrimake zena mänwä zä namnzr zf","e	wati	foba	zän\brim/ake	zena	mänwä	zä	na\m/nzr","until	then	DIST:ABL	1PL:PST:PFV:VENT\return	today	where.EMPH	PROX	1PL:NPST:IPFV\sit","But then we moved to where we live now.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3856","wara1294","zf znrä","zf	z=	n\rä/","ABSC	PROX=	1PL:NPST:IPFV\be","We are here now.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3857","wara1294","watik fi fthmäsü kwik kwosi yara.","wati	fi	fthmäsü	kwik	kwosi	ya\r/a","then	3.ABS	meanwhile	sick	dead	3SG.M:PST:IPFV\be","That was the time when (father) became ill and died.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3858","wara1294","greg täwdben ane thfrärm","greg	täw	=dben	ane	thf\rä/rm","PN	father	=LOC.ANIM.SG	DEM	2|3PL:PST:DUR\be","Those things were with Greg's father,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3859","wara1294","ane bäne nzigfu thfrnm edawä","ane	bäne	nzigfu	thf\rn/m	eda	=wä","DEM	PH.ABS	rain_stone	2|3DU:PST:DUR\be	two	=EMPH","these two whatchamacallit, these two stones.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3861","wara1294","watik nzenme ŋafe fthmäsü kwosi yara","wati	nzenme	ŋafe	fthmäsü	kwosi	ya\r/a","then	1NSG.POSS	father	meanwhile	dead	3SG.M:PST:IPFV\be","Then, our father passed away","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3863","wara1294","watik foba ni miyamr nrä mafadben zena ethn","wati	foba	ni	miyamr	n\rä/	mafa	=dben	zena	e\thn/","then	DIST:ABL	1NSG	ignorance	1PL:NPST:IPFV\be	who	=LOC.ANIM.SG	today	2|3PL:NPST:IPFV\lie_down","and we don't know with whom they are now.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3864","wara1294","z thrifthmath fof","z	th\rifthm/ath	fof","ALR	2|3PL>2|3PL:PST:PFV\hide	EMPH","Someone must have hidden them.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3865","wara1294","watik trikasi mane nŋatrikwé fof","wati	trikasi	mane	n=	ŋa\trik/wé	fof","then	story	which	IPST=	1SG:NPST:IPFV\tell	EMPH","Okay, the story I just told","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3868","wara1294","ŋafynm badafa ane fof ŋanritakwa fof","ŋafe	=nm	bada	=fa	ane	fof	ŋan\ritak/wa	fof","father	DAT.NSG	ancestor	=ABL	DEM	EMPH	SG:PST:IPFV:VENT\cross	EMPH","was passed down from our ancestors to our fathers,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3870","wara1294","bada aki kwark benrera fof","bada	aki	kwark	b=	en\rä/ra	fof","ancestor	grandparent	deceased	MED=	2|3PL:PST:IPFV:VENT\be	EMPH","to the grandfathers,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3871","wara1294","zath kwark","zath	kwark","grandparent	deceased","to the late grandfather","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3872","wara1294","enrera e ŋafydbo we nzedbo fof né zänrita nima","en\rä/ra	e	ŋafe	=dbo	we	nzedbo	fof	n	zän\rit/a	nima","2|3PL:PST:IPFV:VENT\be	until	father	=ALL.ANIM.SG	also	1NSG.ALL	EMPH	IMN	SG:PST:PFV:VENT\cross	like_this","until it came to our father. It was about to pass to us like this.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-01_tci20131013v-01_kwafar-a3873","wara1294","watik zena maf keke wäbragwr ane","wati	zena	maf	keke	wä\brag/wr	ane","then	today	who.ERG.SG	NEG	2|3SG>3SG.F:NPST:IPFV\follow	DEM","But nobody follows (this tradition) any more.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-02_tci20120922a-08_masu-a1608","wara1294","trikasi kwa wthkärwé masuma","trikasi	kwa	w\thkär/wé	masu	=ma","story	FUT	1SG>3SG.F:NPST:IPFV\start	PLN	=CHAR","I will start the story about Masu.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-02_tci20120922a-08_masu-a1609","wara1294","kar yf fä mane znthkäfe yabär","kar	yf	fä	mane	zn\thkäf/e	yabär","place	name	DIST	which	1PL>3SG.F:RPST:PFV:VENT\start	PLN","We started walked and came from Yambär,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-02_tci20120922a-08_masu-a1610","wara1294","tratrabäk mdri","tratrabäk	mdri","PLN	PLN","to Tratrambäk, to Méndri,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-02_tci20120922a-08_masu-a1611","wara1294","masu zf rä","masu	zf	\rä/","PLN	ABSC	3SG.F:NPST:IPFV\be","and now to Masu right here.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-02_tci20120922a-08_masu-a1612","wara1294","masu zf rä kar","masu	zf	\rä/	kar","PLN	ABSC	3SG.F:NPST:IPFV\be	village","This is the village of Masu,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
